url,approximate_value,number_drafted,position
/players/B/BurrJo20.htm,11,245,DE
/players/B/BurrKe00.htm,66,10,WR
/players/B/BurrDe20.htm,22,14,DB
/players/B/BurrJi20.htm,14,57,DB
/players/B/BurrJi21.htm,0,218,DB
/players/B/BurrJo01.htm,7,1,QB
/players/B/BurrKe01.htm,27,33,WR
/players/B/BurrLl00.htm,46,78,DB
/players/B/BursJi20.htm,26,63,DB
/players/B/BurtBr00.htm,0,139,DB
/players/B/BurtJa20.htm,0,151,DB
/players/B/BurtKe00.htm,3,128,WR
/players/B/BurtKe20.htm,1,107,DE
/players/B/BurtLa00.htm,7,7,WR
/players/B/BurtLe00.htm,3,87,HB
/players/B/BurtLe20.htm,0,77,C
/players/B/BurtMi00.htm,0,168,FB
/players/B/BurtRo00.htm,24,9,HB
/players/B/BurtSh20.htm,29,150,DE
/players/B/BurtSt00.htm,0,236,WR
/players/B/BushBl20.htm,72,16,C
/players/B/BushDe00.htm,3,124,FS
/players/B/BushDe20.htm,32,26,DB
/players/B/BushDe01.htm,12,10,LB
/players/B/BushFr20.htm,6,133,LB
/players/B/BushJo00.htm,0,187,S
/players/B/BushLe20.htm,36,99,LB
/players/B/BushMi00.htm,25,100,RB
/players/B/BushRe00.htm,61,2,RB
/players/B/BushJe20.htm,65,125,T
/players/B/BusiSt20.htm,26,181,RILB
/players/B/BussGe20.htm,0,22,DB
/players/B/BussBa20.htm,17,119,DB
/players/B/BussDe00.htm,46,65,RB
/players/B/BussNa00.htm,0,243,LB
/players/B/ButkHa00.htm,16,233,K
/players/B/ButkDi00.htm,84,9,LB
/players/B/ButlBi00.htm,7,111,RB
/players/B/ButlBo20.htm,0,124,G
/players/B/ButlBo21.htm,52,25,DB
/players/B/ButlBr20.htm,12,143,T
/players/B/ButlBr00.htm,9,209,WR
/players/B/ButlCr99.htm,0,164,DB
/players/B/ButlDa99.htm,18,41,DB
/players/B/ButlDe00.htm,4,91,WR
/players/B/ButlDo99.htm,29,79,LB
/players/B/ButlGa00.htm,1,27,TE
/players/B/ButlHa00.htm,0,103,WR
/players/B/ButlJe20.htm,16,145,DB
/players/B/ButlJe00.htm,35,5,WR
/players/B/ButlKe20.htm,51,36,LB
/players/B/ButlKe21.htm,9,172,T
/players/B/butlekev01.htm,25,105,K
/players/B/ButlLe00.htm,104,48,DB
/players/B/ButlMi20.htm,39,9,DE
/players/B/ButlRa20.htm,2,89,T
/players/B/ButlRa00.htm,33,88,WR
/players/B/ButlSk20.htm,13,96,K
/players/B/ButlVe00.htm,10,30,DT
/players/B/ButlVi99.htm,6,110,LB
/players/B/ButtJa00.htm,1,145,TE
/players/B/ButtGr20.htm,44,67,LB
/players/B/ButtMa00.htm,35,183,RB
/players/B/ButzDa00.htm,82,5,DT
/players/B/BuziRi20.htm,20,41,T
/players/B/BynoBu20.htm,0,212,RB
/players/B/ByarKe01.htm,41,64,S
/players/B/ByarKe00.htm,60,10,RB
/players/B/ByerKe20.htm,6,97,G
/players/B/ByhaNa00.htm,0,182,TE
/players/B/BykoCa00.htm,0,246,T
/players/B/BynuKe00.htm,4,138,RB
/players/B/BynuRe20.htm,0,222,WR
/players/B/ByrdBu00.htm,77,25,DB
/players/B/ByrdDe20.htm,5,6,DE
/players/B/ByrdDe21.htm,19,42,DT
/players/B/ByrdDo00.htm,0,93,TE
/players/B/ByrdGi00.htm,76,22,DB
/players/B/ByrdIs00.htm,10,195,WR
/players/B/ByrdJa99.htm,46,42,DB
/players/B/ByrdRi20.htm,19,36,DE
/players/B/ByrnBi20.htm,0,55,G
/players/B/ByruCa00.htm,5,111,RB
/players/C/CabrBr20.htm,8,95,LB
/players/C/CadeMo20.htm,7,6,DB
/players/C/CadiDa20.htm,27,8,G
/players/C/CadiJi20.htm,46,49,G
/players/C/CadrGl20.htm,26,154,MLB
/players/C/CaffLe00.htm,62,88,LB
/players/C/CaglJi20.htm,4,108,DT
/players/C/CahiBi20.htm,1,158,DB
/players/C/CainDe00.htm,1,185,WR
/players/C/CainJ.00.htm,12,7,TE
/players/C/CainJo20.htm,37,210,LB
/players/C/CainLy00.htm,26,100,RB
/players/C/CalaRa00.htm,0,245,RB
/players/C/CaldAn00.htm,13,97,WR
/players/C/CaldAn20.htm,10,77,C
/players/C/CaldBr21.htm,0,77,DE
/players/C/CaldMi20.htm,32,83,LLB
/players/C/CaldRa20.htm,13,113,LLB
/players/C/CaldRe00.htm,20,48,WR
/players/C/CaldSc20.htm,1,202,RB
/players/C/CaldTo20.htm,3,82,LB
/players/C/CaldTr00.htm,0,173,DB
/players/C/CalhBr00.htm,1,74,RB
/players/C/CalhRi20.htm,1,230,RB
/players/C/CalhSh00.htm,5,75,DE
/players/C/CaliTy00.htm,5,60,WR
/players/C/CaliDe20.htm,0,92,G
/players/C/CallKe20.htm,32,130,T
/players/C/CallBi20.htm,0,94,DB
/players/C/CallAn00.htm,5,105,WR
/players/C/CallCh00.htm,42,97,WR
/players/C/CallEr20.htm,14,28,DT
/players/C/CalmRo20.htm,7,77,MLB
/players/C/CalvJo99.htm,0,201,DB
/players/C/CameGl20.htm,46,14,LB
/players/C/CameJo00.htm,13,102,TE
/players/C/CampRe20.htm,29,68,DE
/players/C/CampMi02.htm,4,218,WR
/players/C/CampBo00.htm,0,82,WR
/players/C/CampBr20.htm,0,106,T
/players/C/CampCa99.htm,102,50,DE
/players/C/CampCa00.htm,0,218,DB
/players/C/CampCa20.htm,11,191,DE
/players/C/CampD.00.htm,0,216,FS
/players/C/CampDa00.htm,7,79,TE
/players/C/CampDe00.htm,27,115,OLB
/players/C/CampEa00.htm,68,1,RB
/players/C/CampIb00.htm,3,115,SS
/players/C/CampJa20.htm,0,144,T
/players/C/CampJa00.htm,47,25,QB
/players/C/CampJe00.htm,6,118,WR
/players/C/CampJe20.htm,30,48,DB
/players/C/CampJo21.htm,12,7,DE
/players/C/CampJo22.htm,2,91,DE
/players/C/CampJo23.htm,29,40,LLB
/players/C/CampMa01.htm,15,46,DE
/players/C/CampMa20.htm,0,78,DT
/players/C/CampMi00.htm,0,150,RB
/players/C/CampPa00.htm,2,59,WR
/players/C/CampRi00.htm,2,6,QB
/players/C/CampRu20.htm,0,179,TE
/players/C/CampSc00.htm,8,191,QB
/players/C/CampTo00.htm,2,251,DB
/players/C/CampTo20.htm,0,170,DB
/players/C/CampWi00.htm,0,178,DT
/players/C/CampAl21.htm,1,167,LB
/players/C/CanaMa00.htm,2,209,CB
/players/C/CanaJu20.htm,12,47,G
/players/C/CaniTr00.htm,11,31,RB
/players/C/CanlSh20.htm,0,193,RB
/players/C/CannA.00.htm,39,67,OG
/players/C/CannJa20.htm,9,175,DT
/players/C/CannAn20.htm,3,247,LB
/players/C/CannBi00.htm,54,1,TE
/players/C/CannBi20.htm,1,25,LB
/players/C/CannJo22.htm,29,83,DE
/players/C/CannMa00.htm,39,138,OL
/players/C/CannTr00.htm,2,204,RB
/players/C/CantCh20.htm,4,29,DB
/players/C/CantCh21.htm,46,132,DE
/players/C/CapeSe20.htm,0,231,T
/players/C/CapeWa00.htm,9,52,WR
/players/C/CappAl00.htm,18,94,OT
/players/C/CappJo00.htm,34,11,RB
/players/C/CappBi00.htm,0,51,QB
/players/C/CaprCa20.htm,0,117,DB
/players/C/CaraGl00.htm,1,54,QB
/players/C/CardTa00.htm,5,147,ILB
/players/C/CardJo00.htm,0,166,LS
/players/C/CareDo00.htm,10,177,DB
/players/C/CareKa00.htm,3,117,RB
/players/C/CareVe20.htm,50,19,T
/players/C/CariGa00.htm,12,29,OL
/players/C/CarlCo20.htm,53,112,G
/players/C/CarlCo00.htm,15,64,QB
/players/C/CarlDa00.htm,8,167,K
/players/C/CarlDe00.htm,0,179,QB
/players/C/CarlJe00.htm,2,102,QB
/players/C/CarlJo00.htm,16,38,TE
/players/C/CarlDa20.htm,15,23,T
/players/C/CarlWr00.htm,35,26,HB
/players/C/CarmAl00.htm,8,7,HB
/players/C/CarmHa00.htm,80,161,WR
/players/C/CarmRo00.htm,0,127,CB
/players/C/CaroRe00.htm,5,102,TE
/players/C/CaroJ.00.htm,24,82,DB
/players/C/CaroJo00.htm,57,16,T
/players/C/CaroRo20.htm,0,117,T
/players/C/CarpBo20.htm,10,18,LB
/players/C/CarpBr20.htm,5,101,DB
/players/C/CarpJa00.htm,52,25,LG
/players/C/CarpKe00.htm,4,13,HB
/players/C/CarpLe00.htm,4,98,HB
/players/C/CarpPr00.htm,28,13,E
/players/C/CarpRo01.htm,37,84,RB
/players/C/CarpRo00.htm,5,109,WR
/players/C/CarpRo20.htm,41,32,DT
/players/C/CarrBr99.htm,67,140,DB
/players/C/CarrDa00.htm,44,1,QB
/players/C/CarrDe02.htm,66,36,QB
/players/C/CarrEa20.htm,0,124,RB
/players/C/CarrFr00.htm,62,5,LB
/players/C/CarrGr20.htm,8,160,ROLB
/players/C/CarrHe20.htm,14,43,DB
/players/C/CarrLy20.htm,0,106,RB
/players/C/CarrRo00.htm,50,24,WR
/players/C/CarrCo00.htm,6,40,DE
/players/C/CarrJo00.htm,0,227,DE
/players/C/CarrAl20.htm,36,12,DE
/players/C/CarrRy00.htm,3,165,DT
/players/C/CarrTr00.htm,19,219,CB
/players/C/CarrMa00.htm,60,57,WR
/players/C/CarrMa01.htm,81,6,DB
/players/C/CarrAd99.htm,22,13,DE
/players/C/CarrAl99.htm,7,72,DE
/players/C/CarrDa20.htm,20,134,DB
/players/C/CarrEd21.htm,0,164,TE
/players/C/CarrAh20.htm,14,25,DB
/players/C/CarrHe21.htm,0,142,DE
/players/C/CarrJa20.htm,0,169,TE
/players/C/CarrLe21.htm,10,31,DE
/players/C/CarrNo00.htm,24,145,DB
/players/C/CarrWe00.htm,6,42,WR
/players/C/CarrLe00.htm,2,86,WR
/players/C/CarrRa00.htm,8,27,WR
/players/C/CarsCa00.htm,50,114,WR
/players/C/CarsCh00.htm,27,249,RB
/players/C/CarsHa00.htm,93,105,LB
/players/C/CarsLe20.htm,16,113,DT
/players/C/CarsRo20.htm,0,244,DB
/players/C/CartAl01.htm,0,80,CB
/players/C/CartAl00.htm,2,86,RB
/players/C/CartAn20.htm,60,7,DE
/players/C/CartBe20.htm,0,165,LB
/players/C/CartBl20.htm,0,193,T
/players/C/CartBr00.htm,20,40,MLB
/players/C/CartCa20.htm,29,89,DB
/players/C/CartCh20.htm,15,89,DB
/players/C/CartCh00.htm,6,162,ROLB
/players/C/CartCr00.htm,98,3,WR
/players/C/CartDa00.htm,79,20,DB
/players/C/CartDa21.htm,21,165,C
/players/C/CartDa01.htm,5,184,DT
/players/C/CartDe01.htm,3,119,RB
/players/C/CartDe00.htm,18,25,RB
/players/C/CartDr00.htm,8,163,WR
/players/C/CartGe00.htm,27,240,WR
/players/C/CartJe00.htm,8,161,LB
/players/C/CartJe20.htm,3,117,DB
/players/C/CartJi00.htm,49,68,LB
/players/C/CartJi20.htm,0,178,LB
/players/C/CartJo00.htm,6,109,RB
/players/C/CartJo21.htm,1,118,DT
/players/C/CartJo01.htm,4,162,WR
/players/C/CartKe00.htm,86,6,DE
/players/C/CartKi00.htm,12,1,RB
/players/C/CartLo01.htm,9,66,DE
/players/C/CartLo00.htm,10,76,RB
/players/C/CartMa20.htm,55,207,DB
/players/C/CartMi01.htm,67,121,NT
/players/C/CartPa00.htm,8,32,TE
/players/C/CartPe20.htm,3,107,DB
/players/C/CartQu00.htm,17,53,QB
/players/C/CartQu01.htm,5,108,DB
/players/C/CartRo00.htm,10,175,RB
/players/C/CartRu20.htm,72,121,NT
/players/C/CartRu21.htm,22,10,DB
/players/C/CartTi00.htm,9,46,WR
/players/C/CartTo20.htm,42,17,DB
/players/C/CartTy20.htm,27,118,DB
/players/C/CartVi00.htm,26,142,QB
/players/C/CartRo01.htm,10,257,FB
/players/C/CartJo22.htm,3,126,DB
/players/C/CarvSh20.htm,15,23,DE
/players/C/CarwLa20.htm,27,56,DB
/players/C/CasaTo00.htm,48,29,DB
/players/C/CasaRi00.htm,19,18,FB
/players/C/CasePe20.htm,48,27,G
/players/C/CaseSc00.htm,55,32,DB
/players/C/CaseSt00.htm,4,80,QB
/players/C/CaseBe00.htm,52,70,HB
/players/C/CaseJa00.htm,7,152,TE
/players/C/CaseJu00.htm,72,77,DL
/players/C/CashCh20.htm,7,175,DB
/players/C/CashKe00.htm,11,188,TE
/players/C/CashKe01.htm,8,125,TE
/players/C/CashBl00.htm,4,157,LB
/players/C/CasiTo20.htm,57,2,DT
/players/C/CasoAn99.htm,29,27,DB
/players/C/CaspDa00.htm,52,45,TE
/players/C/CassCr20.htm,0,213,DB
/players/C/CassHo00.htm,6,3,HB
/players/C/CassMa00.htm,47,230,QB
/players/C/CassTo20.htm,2,191,DB
/players/C/CassRo00.htm,2,193,WR
/players/C/CastRi00.htm,55,46,TE
/players/C/CastJe21.htm,26,72,DB
/players/C/CastLu20.htm,32,28,DE
/players/C/CastEr20.htm,0,161,DB
/players/C/CastTo20.htm,6,159,LB
/players/C/CastAn00.htm,65,22,LT
/players/C/CastCh20.htm,1,123,WR
/players/C/CataMi00.htm,3,207,DE
/players/C/CavaMa00.htm,15,50,QB
/players/C/CaveRo20.htm,13,16,MLB
/players/C/CaveQu20.htm,5,55,ROLB
/players/C/CavnGr20.htm,6,36,DB
/players/C/CeasCu20.htm,0,217,WR
/players/C/CeciCh00.htm,34,89,DB
/players/C/CefaJi00.htm,21,81,WR
/players/C/CeleBr00.htm,33,162,TE
/players/C/CeloMa20.htm,3,171,LB
/players/C/CentLa00.htm,52,115,FB
/players/C/CephQu00.htm,3,166,WR
/players/C/CernJo20.htm,0,16,C
/players/C/ChafPa00.htm,3,117,RB
/players/C/ChaiKL00.htm,2,20,LB
/players/C/ChamBy00.htm,17,222,TE
/players/C/ChamCh99.htm,11,228,LB
/players/C/ChamFr20.htm,5,160,MLB
/players/C/ChamCh00.htm,57,52,WR
/players/C/ChamKi20.htm,9,176,T
/players/C/ChamWa00.htm,46,8,DT
/players/C/ChanKa99.htm,56,133,DB
/players/C/ChanAl00.htm,3,43,TE
/players/C/ChanBo00.htm,49,160,WR
/players/C/ChanCh00.htm,77,76,QB
/players/C/ChanDo20.htm,38,57,P
/players/C/ChanEd20.htm,22,86,LB
/players/C/chandjef01.htm,1,102,K
/players/C/ChanSc00.htm,18,129,TE
/players/C/ChanTh00.htm,1,140,TE
/players/C/ChanWe00.htm,79,3,WR
/players/C/ChanJa98.htm,13,220,MLB
/players/C/ChapSh00.htm,0,220,RB
/players/C/ChapCl20.htm,23,204,DB
/players/C/ChapDo00.htm,3,88,RB
/players/C/ChapGi00.htm,0,166,WR
/players/C/ChapJo00.htm,7,136,DT
/players/C/ChapLa20.htm,1,146,DB
/players/C/ChapJa20.htm,3,13,LB
/players/C/CharDJ00.htm,14,61,WR
/players/C/CharJa00.htm,65,73,RB
/players/C/CharJo20.htm,30,21,DB
/players/C/CharMi20.htm,27,55,NT
/players/C/CharOr00.htm,2,116,TE
/players/C/CharSa00.htm,0,108,OL
/players/C/CharCl20.htm,3,21,LB
/players/C/CharIk20.htm,3,52,DB
/players/C/CharTa00.htm,8,28,DE
/players/C/ChasMa20.htm,7,124,DT
/players/C/ChatCl20.htm,1,85,RB
/players/C/ChavBa20.htm,68,36,DE
/players/C/ChavCo00.htm,42,33,DB
/players/C/CheeLo20.htm,5,220,T
/players/C/CheeRi20.htm,5,186,G
/players/C/CheeMi20.htm,0,60,C
/players/C/ChekCh00.htm,0,113,DB
/players/C/CherGo20.htm,53,17,T
/players/C/CherJe20.htm,4,40,DB
/players/C/CherMi00.htm,0,171,QB
/players/C/CherRa20.htm,10,122,DB
/players/C/CherTo20.htm,1,240,RB
/players/C/ChesFr20.htm,0,157,LB
/players/C/ChesJe00.htm,0,139,WR
/players/C/ChesWe00.htm,7,163,WR
/players/C/ChesCh21.htm,62,56,G
/players/C/ChesRa00.htm,53,24,TE
/players/C/ChevRa20.htm,0,241,DT
/players/C/ChiaDa00.htm,5,148,WR
/players/C/ChicAn00.htm,10,212,DE
/players/C/ChicTo20.htm,1,131,NT
/players/C/ChilFr20.htm,0,55,G
/players/C/ChilJo00.htm,22,7,HB
/players/C/ChilO.20.htm,0,231,LB
/players/C/ChilRa00.htm,90,3,DT
/players/C/ChilGr00.htm,0,134,WR
/players/C/ChilHe00.htm,34,109,TE
/players/C/ChilJi20.htm,1,97,WR
/players/C/ChilBr20.htm,24,130,LB
/players/C/ChilGe20.htm,13,59,C
/players/C/ChinJe00.htm,8,64,S
/players/C/ChmuMa00.htm,22,157,TE
/players/C/ChoiTa00.htm,13,122,RB
/players/C/ChomJo20.htm,0,135,G
/players/C/ChorJa20.htm,0,236,DE
/players/C/ChriJe20.htm,2,137,QB
/players/C/ChriTo00.htm,51,56,TE
/players/C/ChriGe00.htm,0,256,TE
/players/C/ChriGe01.htm,3,74,OT
/players/C/ChriMa00.htm,2,167,SS
/players/C/ChriBo20.htm,1,125,DT
/players/C/ChriRy20.htm,0,169,RB
/players/C/ChriDi00.htm,24,27,HB
/players/C/ChriJe00.htm,67,91,C
/players/C/ChryPe00.htm,0,135,TE
/players/C/ChubBr00.htm,18,5,DE
/players/C/ChubNi00.htm,24,35,RB
/players/C/ChukPa20.htm,8,157,LB
/players/C/ChunEu20.htm,12,13,G
/players/C/ChunPa99.htm,51,34,DB
/players/C/ChurRi20.htm,6,84,DB
/players/C/ChurDo20.htm,1,60,DT
/players/C/ChuyDo20.htm,15,67,G
/players/C/CichTo20.htm,4,30,T
/players/C/CichJa00.htm,0,202,ILB
/players/C/CindRa20.htm,7,119,LLB
/players/C/CisoSt20.htm,0,214,T
/players/C/ClacDa00.htm,2,33,RB
/players/C/CladRy20.htm,70,12,T
/players/C/ClaiCh20.htm,36,9,LB
/players/C/ClaiMo00.htm,32,6,CB
/players/C/ClanJa00.htm,12,73,SE
/players/C/ClanKe20.htm,24,72,DT
/players/C/ClanSe20.htm,6,217,LB
/players/C/ClanCh20.htm,0,39,DB
/players/C/ClapSa20.htm,27,47,T
/players/C/ClapWi00.htm,0,245,C
/players/C/ClarDe02.htm,2,39,QB
/players/C/ClarTr20.htm,25,37,G
/players/C/ClarAl20.htm,15,72,DB
/players/C/ClarBe20.htm,2,65,LB
/players/C/ClarBr20.htm,17,191,DB
/players/C/ClarBr23.htm,46,4,DE
/players/C/ClarBr22.htm,0,251,QB
/players/C/ClarCh00.htm,17,186,FS
/players/C/ClarCo21.htm,0,234,T
/players/C/ClarDa00.htm,51,24,TE
/players/C/ClarDa21.htm,40,245,LB
/players/C/ClarDe00.htm,27,179,TE
/players/C/ClarFr01.htm,36,63,DE
/players/C/ClarGa20.htm,4,102,LB
/players/C/ClarGa00.htm,86,55,WR
/players/C/ClarGr00.htm,9,77,TE
/players/C/ClarJe04.htm,0,197,CB
/players/C/ClarJe00.htm,18,188,RB
/players/C/ClarJo20.htm,0,187,T
/players/C/ClarKe20.htm,11,22,T
/players/C/ClarKe00.htm,4,206,TE
/players/C/ClarKe01.htm,32,27,DT
/players/C/ClarLe01.htm,3,82,OT
/players/C/ClarMa20.htm,58,18,DB
/players/C/ClarMi21.htm,2,190,DE
/players/C/ClarMo20.htm,52,41,T
/players/C/ClarPh20.htm,15,76,DB
/players/C/ClarRa20.htm,28,215,C
/players/C/ClarRa21.htm,0,202,DB
/players/C/ClarSe20.htm,0,220,LB
/players/C/ClarSt21.htm,0,130,DE
/players/C/ClarSt22.htm,4,239,G
/players/C/ClarVi20.htm,22,19,DB
/players/C/ClarWa00.htm,2,198,QB
/players/C/ClarWi20.htm,1,82,DB
/players/C/ClarAd20.htm,7,227,G
/players/C/ClarFr00.htm,53,61,E
/players/C/ClarHa00.htm,25,85,DB
/players/C/ClarLe00.htm,7,14,E
/players/C/ClarWi00.htm,6,88,DE
/players/C/ClarJe20.htm,54,187,T
/players/C/ClasBo20.htm,18,236,DT
/players/C/ClauJi00.htm,3,48,QB
/players/C/ClauJa20.htm,2,230,DT
/players/C/ClavSh20.htm,1,185,DE
/players/C/ClaxBe20.htm,0,157,G
/players/C/ClayBi20.htm,0,53,DB
/players/C/ClayCh00.htm,29,174,TE
/players/C/ClayHa00.htm,0,201,TE
/players/C/ClayJo20.htm,6,15,T
/players/C/ClayKa00.htm,3,184,WR
/players/C/ClayWi20.htm,43,221,DB
/players/C/ClayAd00.htm,25,20,DL
/players/C/ClayRa00.htm,87,16,DB
/players/C/ClayCh02.htm,0,223,CB
/players/C/ClayCh01.htm,7,49,WR
/players/C/ClayKe99.htm,3,121,LB
/players/C/ClayMa00.htm,78,223,WR
/players/C/ClayMa01.htm,28,22,WR
/players/C/ClayMi00.htm,22,15,WR
/players/C/ClayRa22.htm,0,47,WR
/players/C/ClayZa00.htm,0,212,DT
/players/C/CleeCa00.htm,9,40,TE
/players/C/ClemKe00.htm,10,49,QB
/players/C/ClemAn20.htm,41,36,T
/players/C/ClemCh21.htm,0,191,QB
/players/C/ClemNa99.htm,67,21,DB
/players/C/ClemVi00.htm,7,102,RB
/players/C/ClemT.00.htm,15,110,OT
/players/C/ClemCh97.htm,23,165,DB
/players/C/ClemCr20.htm,30,12,DB
/players/C/ClemDu20.htm,39,16,DE
/players/C/ClemMi20.htm,0,218,RB
/players/C/ClemTo00.htm,0,231,WR
/players/C/ClemTo21.htm,0,212,RB
/players/C/ClevEz00.htm,6,58,OL
/players/C/ClevTy00.htm,0,252,WR
/players/C/ClifCh20.htm,82,44,T
/players/C/ClifKy20.htm,58,64,LB
/players/C/ClinTo20.htm,33,102,DE
/players/C/ClinTo00.htm,2,131,TE
/players/C/ClinJo20.htm,2,233,WR
/players/C/ClinHa00.htm,42,21,FS
/players/C/ClouMi00.htm,6,54,RB
/players/C/ClowDa00.htm,3,157,WR
/players/C/ClowJa00.htm,45,1,DE
/players/C/ClunDo00.htm,2,107,WR
/players/C/CoadRi21.htm,9,68,DB
/players/C/CoakDe00.htm,66,65,LB
/players/C/CoalDa00.htm,0,152,WR
/players/C/CoanBe00.htm,18,85,HB
/players/C/CoatBe00.htm,42,124,TE
/players/C/CoatSa00.htm,4,87,WR
/players/C/CobbDa00.htm,1,138,RB
/players/C/CobbDe00.htm,0,201,RB
/players/C/CobbGa20.htm,52,247,LB
/players/C/CobbMi00.htm,1,22,TE
/players/C/CobbRa00.htm,60,64,WR
/players/C/CobbRe00.htm,28,30,RB
/players/C/CobbRo20.htm,0,66,DE
/players/C/CobbCe00.htm,0,128,RB
/players/C/CochAn20.htm,20,115,DE
/players/C/CockRo00.htm,21,109,CB
/players/C/cockrdon01.htm,54,55,K
/players/C/CocoJo20.htm,25,64,G
/players/C/CodeRo20.htm,16,70,G
/players/C/CodyBi20.htm,9,67,LB
/players/C/CodyDa20.htm,0,53,LB
/players/C/CodySh20.htm,27,37,DT
/players/C/CodyTa20.htm,6,67,DB
/players/C/CodyTe99.htm,13,57,DT
/players/C/CoexMi99.htm,1,173,DB
/players/C/CofeMi00.htm,47,67,LB
/players/C/CoffGl00.htm,2,74,RB
/players/C/CoffJu00.htm,18,94,RB
/players/C/CoffKe20.htm,10,226,DB
/players/C/CoffCh00.htm,0,98,TE
/players/C/CofiBa20.htm,43,124,DT
/players/C/CogdGa00.htm,53,63,SE
/players/C/CoheJo00.htm,0,135,DT
/players/C/CoheLa99.htm,5,216,DT
/players/C/CoheTa00.htm,21,119,RB
/players/C/ColbAd00.htm,4,229,SS
/players/C/ColbDa20.htm,8,210,DB
/players/C/ColbKe00.htm,14,62,WR
/players/C/ColbLe20.htm,2,196,P
/players/C/ColcDa20.htm,33,78,DE
/players/C/ColcRi20.htm,2,38,DB
/players/C/ColeAu00.htm,7,210,ILB
/players/C/ColeCh00.htm,1,70,WR
/players/C/ColeFr20.htm,9,68,G
/players/C/ColeLi01.htm,1,210,WR
/players/C/ColeMa02.htm,13,97,C
/players/C/ColeRo01.htm,61,21,LB
/players/C/ColeTe00.htm,8,242,RB
/players/C/ColeTr20.htm,69,146,DE
/players/C/ColeAl20.htm,10,87,DB
/players/C/ColeAn00.htm,10,70,WR
/players/C/ColeB.00.htm,0,243,QB
/players/C/ColeBe20.htm,46,32,G
/players/C/ColeCo00.htm,6,15,WR
/players/C/ColeCo21.htm,35,51,G
/players/C/ColeDe20.htm,3,151,LB
/players/C/ColeDr20.htm,5,189,DB
/players/C/ColeEr20.htm,0,43,DB
/players/C/ColeEr21.htm,34,143,DB
/players/C/ColeFr21.htm,0,142,TE
/players/C/ColeFr00.htm,1,160,WR
/players/C/ColeKe20.htm,37,147,DE
/players/C/ColeKe21.htm,2,96,LB
/players/C/ColeKu99.htm,37,244,LB
/players/C/ColeLe21.htm,8,8,DB
/players/C/ColeMa00.htm,71,12,DE
/players/C/ColeMa20.htm,41,133,DB
/players/C/ColePa00.htm,4,237,WR
/players/C/ColeRa20.htm,1,208,LB
/players/C/ColeRo99.htm,37,153,DT
/players/C/ColeSh00.htm,6,76,OT
/players/C/ColeTe01.htm,31,73,RB
/players/C/ColeLa00.htm,67,78,WR
/players/C/ColeSt00.htm,0,219,WR
/players/C/ColiSt20.htm,14,78,DT
/players/C/CollDa20.htm,58,47,T
/players/C/CollAu00.htm,18,127,WR
/players/C/CollBr20.htm,24,140,G
/players/C/CollJi00.htm,0,95,TE
/players/C/CollLJ00.htm,8,29,DL
/players/C/CollRe20.htm,1,162,QB
/players/C/CollTi20.htm,17,249,DB
/players/C/CollAl00.htm,15,171,RB
/players/C/CollAn20.htm,42,46,LB
/players/C/CollAn21.htm,14,112,T
/players/C/CollBo00.htm,2,122,TE
/players/C/CollCa20.htm,26,180,G
/players/C/CollCe00.htm,3,134,RB
/players/C/CollCl20.htm,0,62,WR
/players/C/CollDw00.htm,1,154,WR
/players/C/CollGa00.htm,74,6,FL
/players/C/CollGe20.htm,12,96,T
/players/C/CollGl20.htm,8,26,DE
/players/C/CollGr20.htm,5,35,LB
/players/C/CollJa02.htm,3,42,CB
/players/C/CollJa00.htm,53,52,OLB
/players/C/CollJe00.htm,0,144,TE
/players/C/CollJi01.htm,42,43,RILB
/players/C/CollKe00.htm,81,5,QB
/players/C/CollKi20.htm,0,176,DB
/players/C/CollLa00.htm,46,33,SS
/players/C/CollLa20.htm,1,67,RB
/players/C/CollMa00.htm,28,67,DT
/players/C/CollMa20.htm,70,44,DB
/players/C/CollMo20.htm,30,23,G
/players/C/CollNi20.htm,45,51,DB
/players/C/CollPa20.htm,0,200,RB
/players/C/CollRa00.htm,14,37,DT
/players/C/CollRo20.htm,1,155,LB
/players/C/CollSh20.htm,6,47,DE
/players/C/CollSh00.htm,11,27,WR
/players/C/CollSo00.htm,3,36,RB
/players/C/CollTo20.htm,33,64,LB
/players/C/CollTo00.htm,11,45,QB
/players/C/CollTo01.htm,48,47,RB
/players/C/CollCr00.htm,64,37,WR
/players/C/ColmDo20.htm,5,171,MLB
/players/C/ColoMa20.htm,47,29,T
/players/C/ColoHa20.htm,22,196,DB
/players/C/ColoWi20.htm,46,131,G
/players/C/ColoTo20.htm,1,134,NT
/players/C/ColqCr20.htm,14,76,P
/players/C/ColqDu20.htm,24,99,P
/players/C/ColsMa00.htm,72,252,WR
/players/C/ColtGe20.htm,0,248,G
/players/C/ColvAa00.htm,14,114,CB
/players/C/ColvJi20.htm,43,95,DT
/players/C/ColvRo20.htm,39,111,LB
/players/C/ColzNe20.htm,32,24,DB
/players/C/CombCh20.htm,0,106,TE
/players/C/CombCh21.htm,1,173,DE
/players/C/CombDe20.htm,1,228,DB
/players/C/ComiJo00.htm,3,135,DE
/players/C/CommSa00.htm,0,134,CB
/players/C/CommCh20.htm,6,247,G
/players/C/CompMi20.htm,54,68,G
/players/C/CompTo00.htm,14,193,T
/players/C/ConcJa00.htm,27,16,QB
/players/C/CondBr99.htm,1,131,DB
