url,approximate_value,number_drafted,position
/players/A/AndrMi20.htm,1,-1,TE
/players/A/AndrRi20.htm,1,-1,LB
/players/A/AndrRo20.htm,-1,-1,G
/players/A/AndrSh55.htm,34,-1,G
/players/A/AndrSt21.htm,21,-1,T
/players/A/AndrTo20.htm,0,-1,T
/players/A/AndrWi00.htm,68,-1,RB
/players/A/AndrWi20.htm,3,-1,DB
/players/A/AndrGe00.htm,73,-1,DE
/players/A/AndrPl20.htm,-1,-1,G
/players/A/AndrTe20.htm,-1,-1,WB
/players/A/AndrLo20.htm,2,-1,LB
/players/A/AndrSh00.htm,0,-1,K
/players/A/AndrSh20.htm,1,-1,DT
/players/A/AndrSi20.htm,-1,-1,G
/players/A/AndrZe20.htm,3,-1,P
/players/A/AndrJo21.htm,43,-1,G
/players/A/AnexCh00.htm,-1,-1,T
/players/A/AnexCh20.htm,0,-1,C
/players/A/AnelMa20.htm,0,-1,TE
/players/A/AngeJi20.htm,0,-1,G
/players/A/AngeBr00.htm,18,-1,P
/players/A/AngePa99.htm,18,63,LB
/players/A/AngsEl00.htm,-1,-1,HB
/players/A/AnguRi00.htm,2,-1,TE
/players/A/AnkoEl00.htm,2,-1,DT
/players/A/AnkrJa00.htm,0,-1,LB
/players/A/AnkrSc20.htm,0,-1,WR
/players/A/AnnaDu20.htm,-1,-1,TB
/players/A/AnneBl01.htm,0,-1,TE
/players/A/AnnoSa20.htm,5,-1,LB
/players/A/AnsaEz00.htm,38,-1,DE
/players/A/AnthCh20.htm,5,-1,LB
/players/A/AnthCo20.htm,1,-1,LB
/players/A/AnthRe00.htm,21,-1,WR
/players/A/AnthSt00.htm,10,-1,ILB
/players/A/AnthTe20.htm,0,-1,DB
/players/A/AnthTe21.htm,0,-1,WR
/players/A/AnthTy00.htm,4,-1,RB
/players/A/AntoLi20.htm,17,-1,T
/players/A/AntrGl20.htm,0,-1,WR
/players/A/AntwHo00.htm,69,-1,DT
/players/A/AnunKe00.htm,0,-1,DE
/players/A/AnunCh00.htm,0,-1,DL
/players/A/AnzaAl00.htm,11,-1,OLB
/players/A/ApkeSt20.htm,2,-1,LB
/players/A/ApkeTr00.htm,4,-1,S
